,AAPL,MSFT,GOOGL,AMZN,SPY,GOOG
2020-01-02,72.8761,153.9382,68.265,94.9005,302.2057,68.201
2020-01-03,72.1676,152.0214,67.9078,93.7485,299.9173,67.8663
2020-01-06,72.7427,152.4144,69.7179,95.144,301.0615,69.5397
2020-01-07,72.4005,151.0247,69.5832,95.343,300.215,69.4963
2020-01-08,73.5652,153.4303,70.0785,94.5985,301.815,70.044
2020-01-09,75.1278,155.3471,70.8142,95.0525,303.8615,70.8176
2020-01-10,75.2976,154.6283,71.2715,94.158,302.9871,71.3114
2020-01-13,76.9063,156.4876,71.8237,94.565,305.0708,71.7852
2020-01-14,75.8678,155.3854,71.3528,93.472,304.6057,71.3687
2020-01-15,75.5427,156.3917,71.7823,93.101,305.294,71.7837
2020-01-16,76.489,159.2573,72.3289,93.897,307.8336,72.4072
2020-01-17,77.3358,160.1487,73.7933,93.236,308.7917,73.8382
2020-01-21,76.8117,159.5736,73.9294,94.6,308.1871,74.0382
2020-01-22,77.0859,158.8069,74.0252,94.373,308.2243,74.1155
2020-01-23,77.4571,159.7845,74.0511,94.229,308.5778,74.1504
2020-01-24,77.2339,158.1744,73.1274,93.082,305.8336,73.1558
2020-01-27,74.9628,155.5292,71.4097,91.417,300.9312,71.5194
2020-01-28,77.0834,158.5769,72.3459,92.6625,304.0847,72.4501
2020-01-29,78.697,161.0496,72.6551,92.9,303.8336,72.7528
2020-01-30,78.5829,165.5924,72.5329,93.534,304.8196,72.6137
2020-01-31,75.0987,163.1484,71.462,100.436,299.2847,71.5358
2020-02-03,74.8924,167.1258,73.9469,100.21,301.508,74.115
2020-02-04,77.3649,172.627,72.092,102.4835,306.1033,72.1762
2020-02-05,77.9958,172.4162,72.1239,101.9935,309.6382,72.2341
2020-02-06,78.9081,175.991,73.6162,102.5115,310.6801,73.6307
2020-02-07,77.8355,176.2402,73.7728,103.964,309.0243,73.7803
2020-02-10,78.2052,180.8501,75.2467,106.6955,311.3313,75.2492
2020-02-11,77.7334,176.7673,75.3165,107.54,311.8708,75.2547
2020-02-12,79.5793,177.0261,75.7439,108.0,313.8801,75.7275
2020-02-13,79.0127,176.0677,75.4826,107.4935,313.5452,75.5475
2020-02-14,79.0321,177.6395,75.7489,106.7435,314.0476,75.8507
2020-02-18,77.585,179.4412,75.7843,107.7835,313.2383,75.7974
2020-02-19,78.7086,179.9794,76.0552,108.511,314.7359,76.1475
2020-02-20,77.9012,177.2309,75.6621,107.655,313.4429,75.7215
2020-02-21,76.1379,171.6282,73.9898,104.7985,310.215,74.0736
2020-02-24,72.5213,164.2283,70.8176,100.4645,299.9266,70.9054
2020-02-25,70.0648,161.5183,69.1448,98.637,290.8382,69.2524
2020-02-26,71.1763,163.5364,69.3518,98.9795,289.7684,69.4883
2020-02-27,66.5237,152.0138,65.5851,94.215,276.7544,65.743
2020-02-28,66.4847,155.6945,66.7971,94.1875,275.5916,66.8024
2020-03-02,72.6745,166.0543,69.1448,97.6975,287.5265,69.2853
2020-03-03,70.3664,158.097,66.7208,95.4495,279.294,66.9052
2020-03-04,73.6303,163.9016,68.9094,98.7915,291.0335,69.1562
2020-03-05,71.242,159.7884,65.5756,96.2015,281.3591,65.7904
2020-03-06,70.2959,155.2716,64.627,95.0545,276.7079,64.7615
2020-03-09,64.736,144.7485,60.6393,90.0305,255.0985,60.6291
2020-03-10,69.3984,154.647,63.601,94.591,268.2986,63.8627
2020-03-11,66.9882,147.6412,60.3954,91.043,255.2195,60.6216
2020-03-12,60.3728,133.6391,55.4402,83.8305,230.8008,55.6089
2020-03-13,67.606,152.6385,60.5635,89.25,250.5311,60.8371
2020-03-16,58.9087,130.141,53.5175,84.4575,223.117,54.0837
2020-03-17,61.4989,140.8564,55.7649,90.392,235.1636,55.8528
2020-03-18,59.9934,134.9269,54.4247,91.5,223.2566,54.7056
2020-03-19,59.5337,137.1469,55.4462,94.0465,223.731,55.6279
2020-03-20,55.7542,131.9958,53.2786,92.3045,214.0891,53.4846
2020-03-23,54.5697,130.6792,52.5763,95.1415,208.6152,52.7016
2020-03-24,60.0445,142.5574,56.3609,97.005,227.5164,56.584
2020-03-25,59.7137,141.1927,54.9449,94.292,230.9224,54.9895
2020-03-26,62.856,150.0245,58.0024,97.7745,244.4059,57.9452
2020-03-27,60.2536,143.8644,55.3759,95.005,237.1261,55.3994
2020-03-30,61.9731,153.9839,57.1739,98.1975,244.8269,57.2005
2020-03-31,61.8467,151.5621,57.954,97.486,241.1777,57.9981
2020-04-01,58.5925,146.1804,54.9689,95.385,230.3235,55.1456
2020-04-02,59.5702,149.2076,55.7135,95.9415,235.6383,55.9047
2020-04-03,58.7141,147.8334,54.5,95.3295,232.2324,54.7595
2020-04-06,63.8362,158.8274,59.0134,99.8795,247.8306,59.2006
2020-04-07,63.0968,157.1168,58.9819,100.58,248.0832,59.1802
2020-04-08,64.7117,158.6929,60.2009,102.15,256.411,60.3657
2020-04-09,65.1787,158.7025,60.1795,102.138,260.3128,60.4241
2020-04-13,66.458,159.0581,60.371,108.4435,257.9362,60.7289
2020-04-14,69.8143,166.9288,63.1052,114.166,265.5434,63.306
2020-04-15,69.1771,165.1797,62.7097,115.384,259.9011,62.9689
2020-04-16,69.7268,170.1386,62.7162,120.4095,261.155,63.0187
2020-04-17,68.7807,171.6378,63.792,118.75,268.2102,64.0053
2020-04-20,67.353,168.2358,62.9017,119.6805,263.4849,63.1753
2020-04-21,65.2711,161.278,60.4583,116.406,255.4846,60.668
2020-04-22,67.1511,166.7558,62.7651,118.1745,261.155,63.0058
2020-04-23,66.8909,164.7377,63.4015,119.9725,261.1363,63.6592
2020-04-24,68.822,167.7457,63.6723,120.511,264.7762,63.8088
2020-04-27,68.8707,167.2652,63.386,118.8,268.5938,63.6377
2020-04-28,67.7543,163.1904,61.4773,115.704,267.3587,61.5324
2020-04-29,69.9797,170.5134,66.9432,118.6355,274.3578,66.9097
2020-04-30,71.456,172.224,67.1687,123.7,271.8033,67.2678
2020-05-01,70.3056,167.7649,65.7033,114.302,264.6077,65.8687
2020-05-04,71.3004,171.8684,65.9816,115.7995,265.3376,66.1775
2020-05-05,72.3705,173.7136,67.2844,115.89,267.7891,67.39
2020-05-06,73.1172,175.4242,67.1053,117.563,265.9739,67.2
2020-05-07,73.8736,176.4429,68.2949,118.3805,269.1833,68.4599
2020-05-08,75.6319,177.4808,69.046,118.9805,273.6373,69.2484
2020-05-11,76.822,179.4605,70.0062,120.45,273.6934,69.9911
2020-05-12,75.944,175.3954,68.5892,117.8475,268.2383,68.6185
2020-05-13,75.0271,172.743,67.25,118.396,263.4942,67.3012
2020-05-14,75.488,173.4925,67.6754,119.4425,266.6476,67.6404
2020-05-15,75.0417,176.02,68.4834,120.489,267.8733,68.4913
2020-05-18,76.8098,177.7018,69.0879,121.313,276.0327,69.0275
2020-05-19,76.3659,176.4717,68.5503,122.4665,273.1975,68.506
2020-05-20,77.8511,178.9195,70.284,124.897,277.8386,70.1637
2020-05-21,77.2707,176.7704,70.1638,122.337,275.9204,69.9682
2020-05-22,77.7682,176.8475,70.4875,121.844,276.4444,70.3482
2020-05-26,77.2414,174.978,70.893,121.093,279.8503,70.6774
2020-05-27,77.578,175.2093,70.8386,120.5195,284.0142,70.7183
2020-05-28,77.6121,174.8141,70.7368,120.055,283.4902,70.663
2020-05-29,77.5365,176.597,71.499,122.1185,284.7534,71.271
2020-06-01,78.49,176.1922,71.5663,123.552,285.9044,71.4156
2020-06-02,78.8534,178.1967,71.9374,123.6205,288.2717,71.7847
2020-06-03,79.2875,178.6304,71.7847,123.92,292.1081,71.6431
2020-06-04,78.6047,176.279,70.5403,123.03,291.3408,70.436
2020-06-05,80.8434,180.4036,71.8232,124.15,298.8077,71.7433
2020-06-08,81.3214,181.5215,72.2232,126.203,302.4195,72.1533
2020-06-09,83.8894,182.9092,72.4247,130.043,300.1645,72.6296
2020-06-10,86.0476,189.6936,73.0541,132.3725,298.4896,73.1129
2020-06-11,81.9164,179.5073,69.9219,127.898,281.282,70.02
2020-06-12,82.6237,180.924,70.4715,127.251,284.6505,70.4859
2020-06-15,83.6455,182.0804,70.8615,128.634,287.3079,70.8186
2020-06-16,85.8623,186.5423,72.1449,130.7635,292.8379,71.9593
2020-06-17,85.7428,187.188,72.4476,132.049,291.6215,72.3782
2020-06-18,85.7769,189.1925,71.5289,132.699,291.7338,71.6221
2020-06-19,85.2867,188.0649,71.0561,133.7505,290.0668,71.4106
2020-06-22,87.5182,193.2882,72.3538,135.691,291.9276,72.4152
2020-06-23,89.3862,194.5795,73.0182,138.2205,293.2716,73.0411
2020-06-24,87.8084,190.6573,71.4581,136.72,285.7906,71.4231
2020-06-25,88.9741,193.0665,71.877,137.729,288.8544,71.8899
2020-06-26,86.2403,189.2021,67.9587,134.6435,281.9937,67.8284
2020-06-29,88.2278,191.2355,69.6859,134.019,286.1383,69.5776
2020-06-30,88.9643,196.1214,70.7274,137.941,289.8036,70.5073
2020-07-01,88.7961,197.2682,71.9219,143.935,291.8336,71.7259
2020-07-02,88.7961,198.7716,73.315,144.515,293.4407,73.0556
2020-07-06,91.1714,203.0504,74.7973,152.852,297.9707,74.6018
2020-07-07,90.8885,200.6893,74.312,150.006,294.8975,74.0771
2020-07-08,93.0053,205.1031,74.9943,154.0555,297.153,74.6168
2020-07-09,93.4052,206.539,75.7454,159.1315,295.4614,75.3644
2020-07-10,93.5686,205.9126,76.7604,160.0,298.4782,76.8981
2020-07-13,93.137,199.5522,75.4247,155.2,295.8937,75.3819
2020-07-14,94.6782,200.7857,75.8552,154.2,299.7281,75.8427
2020-07-15,95.3294,200.487,75.6567,150.4435,302.4818,75.4966
2020-07-16,94.1564,196.5165,75.5589,149.995,301.4856,75.7141
2020-07-17,93.9661,195.5143,75.6552,148.0985,302.3596,75.5919
2020-07-20,95.9464,203.9177,77.9989,159.842,304.8032,78.0942
2020-07-21,94.6221,201.1712,77.6038,156.9145,305.4517,77.7301
2020-07-22,94.888,204.0623,78.0492,154.9955,307.1903,78.2324
2020-07-23,90.569,195.1866,75.6502,149.3275,303.525,75.5983
2020-07-24,90.3446,193.9917,75.2242,150.4455,301.5702,75.4083
2020-07-27,92.4858,196.4491,76.2826,152.7605,303.7694,76.3226
2020-07-28,90.9665,194.6855,74.9968,150.0165,301.8427,74.8332
2020-07-29,92.7102,196.6515,75.9873,151.6765,305.555,75.9146
2020-07-30,93.832,196.4973,76.7285,152.594,304.4648,76.3849
2020-07-31,103.6552,197.567,74.2137,158.234,306.8708,73.9663
2020-08-03,106.267,208.6784,73.9549,155.5945,309.0042,73.5419
2020-08-04,106.9767,205.5464,73.483,156.9415,310.1978,73.0691
2020-08-05,107.3644,205.2091,73.7718,160.2515,312.1244,73.5
2020-08-06,111.1103,208.4953,75.0616,161.25,314.2108,74.8212
2020-08-07,108.5841,204.7658,74.7334,158.373,314.4364,74.5414
2020-08-10,110.1624,200.6893,74.6561,157.408,315.3762,74.6217
2020-08-11,106.8862,195.9961,73.8441,154.0335,312.7729,73.8347
2020-08-12,110.4384,201.5952,75.1759,158.112,317.1337,75.1464
2020-08-13,112.3929,201.123,75.6452,158.051,316.5604,75.7365
2020-08-14,112.2928,201.3157,75.0457,157.401,316.5698,75.2018
2020-08-17,111.9996,202.6456,75.6247,159.1205,317.5754,75.7131
2020-08-18,112.9329,203.8117,77.5969,165.6245,318.2614,77.7391
2020-08-19,113.0746,202.5752,77.0397,163.024,316.9363,77.1869
2020-08-20,115.5836,207.2894,78.6178,164.8685,317.9231,78.8937
2020-08-21,121.5399,205.7824,78.5839,164.236,319.0509,78.8274
2020-08-24,122.9936,206.4296,79.0617,165.373,322.2839,79.2155
2020-08-25,121.9846,209.1152,80.0942,167.3245,323.4117,80.214
2020-08-26,123.6435,213.6362,82.0034,172.0925,326.6541,82.4166
2020-08-27,122.1654,218.8817,81.2249,170.0,327.3683,81.5163
2020-08-28,121.9675,221.1325,81.769,170.09,329.4829,82.0191
2020-08-31,126.1037,217.8674,81.2752,172.548,328.2893,81.5088
2020-09-01,131.1267,219.5482,82.5496,174.956,331.3814,82.8321
2020-09-02,128.41,223.7794,85.6574,176.5725,336.1745,86.2023
2020-09-03,118.1294,209.917,81.2743,168.4,324.6052,81.8909
2020-09-04,118.2075,206.9706,78.8652,164.731,321.9549,79.3571
2020-09-08,110.2528,195.7744,75.9918,157.492,313.1582,76.4318
2020-09-09,114.6504,204.1112,77.1704,163.4305,319.3422,77.6573
2020-09-10,110.9075,198.3923,76.114,158.7555,313.7973,76.4133
2020-09-11,109.4514,197.0978,75.6008,155.811,313.9571,75.8497
2020-09-14,112.735,198.431,75.2552,155.1485,318.0923,75.7779
2020-09-15,112.9109,201.6865,76.5664,157.8065,319.6994,76.8832
2020-09-16,109.5785,198.0832,75.4178,153.905,318.4306,75.8587
2020-09-17,107.8292,196.0159,74.1683,150.4365,315.6299,74.5933
2020-09-18,104.4088,193.5815,72.3753,147.7455,311.9964,72.8207
2020-09-21,107.5751,195.6585,71.3304,148.0235,308.524,71.3827
2020-09-22,109.2658,200.3727,72.8107,156.4495,311.6661,73.0935
2020-09-23,104.6825,193.7747,70.2954,149.993,304.4383,70.5871
2020-09-24,105.7574,196.2864,70.9673,150.9895,305.2498,71.2395
2020-09-25,109.7251,200.7591,71.7753,154.7565,310.1847,72.071
2020-09-28,112.3441,202.324,72.7529,158.7025,315.3367,73.0466
2020-09-29,111.4939,200.2181,73.1199,157.244,313.6194,73.2865
2020-09-30,113.1747,203.1838,73.099,157.4365,315.9972,73.3
2020-10-01,114.1324,205.2414,74.2112,161.063,318.0259,74.322
2020-10-02,110.4482,199.1845,72.6002,156.25,315.0064,72.7424
2020-10-05,113.849,203.2321,73.9584,159.96,320.5925,74.119
2020-10-06,110.585,198.914,72.3718,154.998,316.0349,72.494
2020-10-07,112.4613,202.7008,72.7768,159.7845,321.536,72.8356
2020-10-08,112.3538,203.4253,73.9883,159.5275,324.3857,74.1145
2020-10-09,114.3083,208.4776,75.336,164.3325,327.2825,75.5754
2020-10-12,121.5693,213.8777,78.0363,172.1465,332.5477,78.2653
2020-10-13,118.3444,215.2881,78.16,172.1815,330.3774,78.3915
2020-10-14,118.4323,213.356,77.9789,168.1855,328.3015,78.2119
2020-10-15,117.9632,212.1968,77.5814,166.9325,327.8958,77.7655
2020-10-16,116.3117,212.1968,78.1914,163.6355,327.6977,78.4578
2020-10-19,113.3409,206.9416,76.3085,160.3605,322.7155,76.5425
2020-10-20,114.836,207.357,77.3624,160.8505,324.0082,77.6059
2020-10-21,114.2106,207.5019,79.1036,159.247,323.3949,79.4703
2020-10-22,113.1161,207.5889,80.1346,158.82,325.1688,80.5686
2020-10-23,112.4223,208.8833,81.4473,160.22,326.2728,81.849
2020-10-26,112.432,202.9423,79.0188,160.352,320.2433,79.3277
2020-10-27,113.9468,206.0046,79.7465,164.3165,319.1393,80.0165
2020-10-28,108.6696,195.7937,75.3534,158.139,308.2315,75.6452
2020-10-29,112.6959,197.7644,77.6517,160.5505,311.3642,78.17
2020-10-30,106.3829,195.5908,80.6059,151.8075,308.1183,80.8519
2020-11-02,106.2949,195.4556,81.0154,150.224,311.5718,81.1023
2020-11-03,107.9269,199.4163,82.0798,152.4205,317.0729,82.3084
2020-11-04,112.3343,209.0379,87.0769,162.058,324.1592,87.2422
2020-11-05,116.3215,215.7035,87.9073,166.1,330.4812,87.9525
2020-11-06,116.1893,216.1189,87.7692,165.5685,330.4057,87.8717
2020-11-09,113.8692,210.9699,87.8535,157.187,334.5575,87.934
2020-11-10,113.5266,203.8407,86.6714,151.751,334.0669,86.8063
2020-11-11,116.9725,209.1925,87.1457,156.8695,336.5485,87.4208
2020-11-12,116.6984,208.1202,86.9258,155.514,333.2837,87.2777
2020-11-13,116.7473,209.1538,88.3941,156.4405,337.8978,88.6333
2020-11-16,117.7654,209.8494,88.4824,156.553,342.1156,88.8508
2020-11-17,116.8746,207.1735,87.8654,156.783,340.2756,88.2907
2020-11-18,115.5432,204.4422,86.817,155.273,336.1805,87.125
2020-11-19,116.1404,205.74,87.7113,155.851,337.5959,87.9799
2020-11-20,114.8677,203.7739,86.6046,154.97,335.2841,86.8961
2020-11-23,111.4513,203.5027,86.1646,154.9195,337.2939,86.5305
2020-11-24,112.7435,207.1347,87.9772,155.903,342.729,88.2273
2020-11-25,113.5853,207.1444,87.9886,159.2535,342.2006,88.3545
2020-11-27,114.1336,208.4616,89.1303,159.767,343.1536,89.4398
2020-11-30,116.5417,207.3381,87.5033,158.402,341.6344,87.8213
2020-12-01,120.1344,209.4108,89.5463,161.004,345.371,89.6847
2020-12-02,120.4868,208.5972,91.0231,160.1765,346.0976,91.1736
2020-12-03,120.3498,207.5028,90.867,159.3365,346.0032,91.1147
2020-12-04,119.6743,207.619,90.9628,158.129,348.9849,91.1756
2020-12-07,121.1427,207.5512,90.6271,157.9,348.2678,90.7511
2020-12-08,121.7594,209.2171,90.3428,158.8645,349.2869,90.7047
2020-12-09,119.2142,205.1395,88.6734,155.21,346.1542,88.988
2020-12-10,120.6434,203.8998,88.1642,155.0745,346.0409,88.549
2020-12-11,119.8309,206.5536,88.5208,155.821,345.6352,88.8702
2020-12-14,119.2142,207.464,87.3966,157.8485,344.0877,87.7874
2020-12-15,125.1857,207.3962,87.8365,158.256,348.7396,88.172
2020-12-16,125.1172,212.3843,87.6425,162.048,349.2869,87.934
2020-12-17,125.9884,212.5199,86.8105,161.804,351.2401,87.1809
2020-12-18,123.9914,211.716,86.0978,160.0825,349.8376,86.3385
2020-12-21,125.5283,215.5902,86.5138,160.309,348.5868,86.7554
2020-12-22,129.1014,216.8977,85.7985,160.326,347.9993,85.9639
2020-12-23,128.2008,214.0696,86.1981,159.2635,348.312,86.4068
2020-12-24,129.1895,215.7452,86.4938,158.6345,349.6671,86.7295
2020-12-28,133.8101,217.8857,88.4789,164.198,352.671,88.5869
2020-12-29,132.0284,217.1011,87.6709,166.1,351.9982,87.7206
2020-12-30,130.9026,214.7088,86.5981,164.2925,352.5004,86.7629
2020-12-31,129.8943,215.4255,87.4155,162.8465,354.2914,87.3794
2021-01-04,126.6834,210.8443,86.0933,159.3315,349.4681,86.2003
2021-01-05,128.2497,211.0477,86.7876,160.9255,351.875,86.8327
2021-01-06,123.9326,205.5754,85.9312,156.919,353.9787,86.5519
2021-01-07,128.1616,211.4254,88.4979,158.108,359.2379,89.1436
2021-01-08,129.2678,212.7136,89.6695,159.135,361.2847,90.1391
2021-01-11,126.2625,210.6506,87.5976,155.7105,358.8494,88.1196
2021-01-12,126.0863,208.1711,86.6569,156.0415,358.9252,87.1136
2021-01-13,128.1323,209.5367,87.1467,158.2945,359.8918,87.5051
2021-01-14,126.194,206.3211,86.3322,156.3735,358.6314,86.7958
2021-01-15,124.4613,205.9628,86.1676,155.2125,356.016,86.5968
2021-01-19,125.1367,209.6336,89.0031,156.038,358.8115,89.3236
2021-01-20,129.2482,217.2852,93.7713,163.169,363.7769,94.1139
2021-01-21,133.9863,217.8954,93.9748,165.3495,364.1086,94.3308
2021-01-22,136.1399,218.8445,94.3943,164.6115,362.8199,94.8196
2021-01-25,139.9088,222.312,94.4801,164.7,364.2508,94.7373
2021-01-26,140.1437,225.0239,95.1619,166.3065,363.6822,95.6272
2021-01-27,139.0669,225.576,90.7224,161.629,354.7936,91.3152
2021-01-28,134.2016,231.4164,92.4311,161.881,357.8449,92.9273
2021-01-29,129.1797,224.6655,91.1423,160.31,350.681,91.5621
2021-02-01,131.3138,232.1137,94.4197,167.144,356.5183,94.8346
2021-02-02,132.1459,231.9781,95.719,169.0,361.5595,96.1394
2021-02-03,131.118,235.3584,102.6897,165.6265,361.8438,103.2499
2021-02-04,134.4953,234.3995,102.4279,166.55,365.9564,102.8659
2021-02-05,134.0786,234.5835,104.1835,167.6075,367.3968,104.643
2021-02-08,134.2257,234.845,103.9686,166.147,370.0501,104.3891
2021-02-09,133.3434,236.1041,103.5132,165.25,369.8037,103.9203
2021-02-10,132.7355,235.184,104.0663,164.329,369.6426,104.5123
2021-02-11,132.4806,236.8015,104.1795,163.1065,370.2396,104.5378
2021-02-12,132.7159,237.2858,104.4928,163.8855,372.0685,104.9478
2021-02-16,130.5786,236.0364,105.2743,163.4475,371.7463,105.8351
2021-02-17,128.2747,237.0654,105.6693,165.432,371.8316,106.1548
2021-02-18,127.1669,236.6674,105.0304,166.4115,370.2491,105.6007
2021-02-19,127.3237,233.9298,104.1825,162.495,369.5953,104.7996
2021-02-22,123.5296,227.6585,102.4593,159.037,366.7524,102.9911
2021-02-23,123.3924,226.4547,102.7516,159.725,367.1978,103.2893
2021-02-24,122.8924,227.6973,103.9331,157.9765,371.2441,104.5019
2021-02-25,118.6178,222.2998,100.5485,152.858,362.2987,101.3192
2021-02-26,118.8825,225.5907,100.8458,154.6465,360.4319,101.5935
2021-03-01,125.2845,230.0175,103.2274,157.307,369.1688,103.8205
2021-03-02,122.6669,227.0372,102.969,154.7265,366.2881,103.5377
2021-03-03,119.6669,220.9115,100.3221,150.25,361.4364,101.0872
2021-03-04,117.7747,220.1058,101.4453,148.8785,356.9637,102.2035
2021-03-05,119.0394,224.8335,104.5945,150.023,363.5306,105.1687
2021-03-08,114.0786,220.7465,100.1271,147.5975,361.7206,100.9606
2021-03-09,118.7159,226.9498,101.766,153.1425,366.8851,102.3836
2021-03-10,117.6276,225.6295,101.558,152.882,369.1688,102.4998
2021-03-11,119.5688,230.2019,104.7676,155.6795,372.9119,105.4795
2021-03-12,118.6571,228.8623,102.2468,154.4745,373.4141,102.8434
2021-03-15,121.559,227.9497,102.4683,154.084,375.641,103.0714
2021-03-16,123.108,230.765,103.9371,154.593,375.1672,104.3697
2021-03-17,122.3139,230.1146,103.8538,156.7865,376.4465,104.2979
2021-03-18,118.1669,223.9792,100.8174,151.3995,370.9693,101.5616
2021-03-19,117.6374,223.62,101.0977,153.748,370.2827,101.9097
2021-03-22,120.9708,229.0952,101.2837,155.5435,373.2394,101.6798
2021-03-23,120.1374,230.6388,101.8144,156.875,370.3017,102.3965
2021-03-24,117.7355,228.5807,101.3755,154.3535,368.4193,102.0025
2021-03-25,118.2257,225.5519,101.372,152.313,370.4918,101.9676
2021-03-26,118.8335,229.5709,100.9864,152.6015,376.4623,101.5282
2021-03-29,119.01,228.3672,102.0368,153.7865,376.2721,102.5457
2021-03-30,117.5492,225.0762,102.0708,152.7645,375.2739,102.5252
2021-03-31,119.7551,228.8817,102.8713,154.704,376.795,103.1781
2021-04-01,120.5884,235.2694,106.226,158.05,380.8641,106.6256
2021-04-05,123.4316,241.7931,110.674,161.3365,386.3307,111.0049
2021-04-06,123.7355,240.6185,110.1901,161.191,386.1025,110.965
2021-04-07,125.3924,242.5988,111.675,163.9695,386.5493,112.2084
2021-04-08,127.8041,245.851,112.2436,164.965,388.3842,112.9945
2021-04-09,130.3924,248.375,113.2531,168.61,391.2078,114.014
2021-04-12,128.6669,248.4333,111.9538,168.9695,391.3504,112.4633
2021-04-13,131.7943,250.9379,112.4431,170.0,392.5103,113.0858
2021-04-14,129.4414,248.1226,111.8186,166.65,391.1698,112.4658
2021-04-15,131.863,251.9184,113.9803,168.9545,395.3719,114.5517
2021-04-16,131.5296,253.1221,113.8556,169.972,396.6934,114.6065
2021-04-19,132.1963,251.1806,114.2052,168.6005,394.7445,114.838
2021-04-20,130.5002,250.7146,113.669,166.7345,391.8543,114.4005
2021-04-21,130.8826,252.9668,113.6361,168.101,395.5621,114.3836
2021-04-22,129.3531,249.6564,112.3478,165.452,391.9494,113.1182
2021-04-23,131.6865,253.5202,114.7125,167.044,396.199,115.4814
2021-04-26,132.0786,253.9085,115.2112,170.45,397.0262,116.052
2021-04-27,131.7551,254.3162,114.2661,170.8715,396.9406,115.0734
2021-04-28,130.961,247.1227,117.6607,172.925,396.8265,118.704
2021-04-29,130.863,245.1326,119.3425,173.5655,399.3554,121.1969
2021-04-30,128.8826,244.8122,117.3843,173.371,396.7314,120.2108
2021-05-03,129.9414,244.5016,116.8646,169.3245,397.5871,119.4651
2021-05-04,125.3433,240.5505,115.0566,165.5935,395.1342,117.4241
2021-05-05,125.5884,239.2691,115.4526,163.527,395.2578,117.5483
2021-05-06,127.1963,242.4338,116.5788,165.3185,398.4142,118.7758
2021-05-07,127.8739,245.0841,117.306,164.5805,401.3139,119.6407
2021-05-10,124.5742,239.9583,114.3045,159.5245,397.3399,116.7962
2021-05-11,123.651,239.0361,113.2226,161.1955,393.7937,115.1552
2021-05-12,120.5674,232.0173,109.7408,157.597,385.4275,111.6797
2021-05-13,122.7279,235.9296,111.1767,158.0735,390.0574,112.8214
2021-05-14,125.1634,240.9,113.6376,161.145,396.0469,115.5243
2021-05-17,124.0046,238.0167,114.1633,163.5195,395.0392,115.7861
2021-05-18,122.6101,235.9781,112.8441,161.614,391.6356,114.8893
2021-05-19,122.4529,236.5619,113.2945,161.59,390.6089,115.1527
2021-05-20,125.0259,239.8313,115.0626,162.384,394.811,117.5159
2021-05-21,123.1797,238.5566,114.4232,160.154,394.4878,116.9677
2021-05-24,124.8197,244.0153,117.7604,162.2495,398.5093,120.0387
2021-05-25,124.6233,244.9299,117.8517,162.9525,397.6251,120.1584
2021-05-26,124.5742,244.7061,118.7215,163.258,398.4142,121.3784
2021-05-27,123.0324,242.5849,117.8422,161.5055,398.6233,119.8312
2021-05-28,122.3744,242.945,117.5514,161.1535,399.3364,120.2826
2021-06-01,122.0503,240.7265,118.7649,160.9325,398.9846,121.1929
2021-06-02,122.8163,240.6292,118.2367,161.6995,399.6121,120.7674
2021-06-03,121.3236,239.0821,117.0891,159.3505,398.129,119.936
2021-06-04,123.6314,244.025,119.3829,160.311,401.7702,122.2877
2021-06-07,123.6412,246.9636,119.8183,159.9005,401.3804,123.0024
2021-06-08,124.4662,245.757,119.6258,163.2055,401.466,123.8384
2021-06-09,124.8492,246.7495,120.0996,164.0575,400.867,124.2648
2021-06-10,123.8475,250.301,121.4558,167.4825,402.7304,125.7711
2021-06-11,125.0652,250.9335,121.2099,167.3415,403.3959,125.3886
2021-06-14,128.1391,252.8796,122.1431,169.1935,404.2991,126.0425
2021-06-15,127.3141,251.3908,121.1196,169.1565,403.5575,125.7242
2021-06-16,127.815,250.4373,120.4742,170.7625,401.3044,125.3886
2021-06-17,129.4256,253.8623,121.4428,174.462,401.1713,126.0614
2021-06-18,128.1194,252.432,119.8143,174.345,395.7592,125.2599
2021-06-21,129.9264,255.5456,121.5116,172.698,401.4249,126.1452
2021-06-22,131.5763,258.348,122.0283,175.272,403.571,126.6884
2021-06-23,131.3013,258.1144,121.8253,175.191,403.0845,126.1517
2021-06-24,131.0165,259.4961,122.1974,172.454,405.4691,126.9702
2021-06-25,130.7219,257.8712,122.2059,170.073,406.9093,126.6839
2021-06-28,132.3619,261.4714,122.2333,172.1945,407.7296,126.5088
2021-06-29,133.8841,264.0791,121.9705,172.407,407.949,125.7098
2021-06-30,134.5028,263.5926,121.7879,172.008,408.2924,125.009
2021-07-01,134.8072,264.2737,122.1421,171.6485,410.5529,126.0589
2021-07-02,137.449,270.1605,124.9481,175.549,413.691,128.4037
2021-07-06,139.472,270.1702,125.8783,183.787,412.9375,129.4531
2021-07-07,141.9763,272.379,126.1616,184.829,414.3968,129.7588
2021-07-08,140.6701,269.9367,124.7351,186.5705,411.0203,128.8605
2021-07-09,142.5066,270.4427,125.2085,185.967,415.4079,129.2571
2021-07-12,141.9075,269.8394,126.6619,185.9275,416.8958,130.2441
2021-07-13,143.0271,273.4007,127.027,183.868,415.4746,130.6736
2021-07-14,146.4741,274.8894,127.9202,184.084,416.0946,131.7589
2021-07-15,145.8161,273.4493,126.6913,181.56,414.6734,130.9449
2021-07-16,143.7636,273.1769,126.6564,178.6815,411.4209,131.5225
